"key","value"
"resourceAtPath:","38"
"assertStart:stop:","66"
"headers","314"
"aKeymap","19"
":subclass","17"
"aDiff","10"
"elementsAndPropertyValue","11"
"model:variable:class:","30"
"on:of:","59"
"computeBounds","27"
"shiftCmdActions","12"
"isAttached","16"
"descNodes","17"
"reverseTableCells","11"
"streamClass","16"
"sp","67"
"identity:","45"
"hNumber","48"
"extract:from:in:","22"
"basicNew","1031"
"associationsWrapperToItem","10"
"case","72"
"startpc","33"
"addTemp:","11"
"byteString","12"
"pointNearestTo:","20"
"inGroupboxNamed:","38"
"destForm:sourceForm:fillColor:combinationRule:destOrigin:sourceOrigin:extent:clipRect:","10"
"aMetacelloMCProject","23"
"assert:noneSatisfy:","17"
"trail","17"
"checkoutAllPackages","15"
"short","18"
"minValue:","17"
"selectItem:event:","42"
"nSteps","47"
"nextEncodedReference","15"
"mergeBaseCommit","10"
"aDog","16"
"outBits","14"
"triangle","34"
"attrList","20"
"declaredType","91"
"addSearches:","11"
"newPoint","38"
"aPoint3D","12"
"requireUpdate","12"
"job","67"
"MockForCompilation","16"
"extA","33"
"error","268"
"on:do:","985"
"dataSeries","36"
"rowSelectionEnd","10"
"notFound:","15"
"names","413"
"pointerSize","13"
"setScrollDeltas","20"
"beAdvanced","17"
"dirName","17"
"popUpEvent:in:","11"
"eqModel","19"
"glyphsSize","10"
"helpTopicClass","10"
"BlMouseUpEvent","43"
"user","125"
"selectionIndex:","12"
"anAst","12"
"filePath","30"
"toAngle","24"
"hasAncestor:","10"
"nnSearch:i:","25"
"fragmentedText","12"
"addToSelection:","10"
"newProtocol","22"
"sender:","20"
"tagName:","10"
"removeProperty:ifAbsent:","37"
"externalName","20"
"BlResizerBottomListener","10"
"temporaryVariableName","11"
"initialLayout","25"
"ensurePackage:","10"
"mongoUrlResolver","13"
"newSelector","86"
"xOffset","21"
"intersect:ifNone:","56"
"RTShape","90"
"defaultLabel","29"
"elementCopy","15"
"lineGrid","19"
"checkmenu","18"
"handler","346"
"textField","27"
"sourceNodeExecuted","12"
"targetColor","18"
"bivalentWriteStream","13"
"connectTo:","70"
"aSecondPageContentElement","20"
"defTokens","18"
"tags:","10"
"releaseActions","46"
"FamixTType","335"
"DataFrameInternal","50"
"parse:rule:to:","61"
"nodeLabelPosition:","10"
"present","20"
"waterPosition","10"
"pVector","13"
":anElementHolder","14"
"urlEncoder","18"
"baseClassDefinition","11"
"halfHeight","24"
"PMComplex","18"
"cityBuilder","18"
"storedSetting","14"
"obsName","11"
"lineCap","14"
"overshotDistance","29"
"killedBy","58"
"latestFile","10"
"BlOutskirts","21"
"city:","16"
"aReturnNode","15"
"alignCenter","237"
"pageDelta","10"
"BlArrowheadCircle","14"
"associations","186"
"anchorForClassTest","77"
"lastHighlightedElements","12"
"windows","51"
"minY","134"
"aNavigationEnvironment","34"
":s","492"
"bufferPosition","16"
"addBrickBack:","23"
"unsettledNodes","15"
"tearDown","169"
"oldName","171"
"cull:","242"
"movable:","12"
"generatedTClass","13"
"aCharacterBlock","41"
"lastTwoEdges","20"
"mn","16"
"lastBuildVersion","12"
"sequential","16"
"sizeY","31"
"containsRect:","13"
"TSPieSlice","51"
"nextEvent","17"
"segmentSpacing:","16"
"basicName:","13"
"collectionNotIncluded","23"
"Transcript","472"
"errCtx","10"
"firstSets","13"
"remainingSubrectangle","10"
"signalerContext","32"
"styleTextWithoutMarkup:","16"
"boundaryValues","14"
":seq","11"
"aCandidate","38"
"rankCounter","15"
"declarators","10"
"aRemoveButton","12"
"nextChunkPut:","24"
"notAvailable","29"
"syncContinue","17"
"setType:position:which:buttons:hand:stamp:","12"
"metaObject:","201"
"parentName:","13"
"CharacterTable","12"
":aPackage","19"
"representation","16"
"defaultDispatcher","32"
"select:to:","17"
"aColor","634"
"clipRect","122"
"getConfigurationGlobal:","18"
"MalLattice","12"
"exponent","168"
"textElement:","11"
":registration","12"
"RBRemoveVariableTransformation","12"
"measuredHeight","55"
"anIndex","902"
"signal:","430"
"tj","16"
"partialMatch","15"
"selectAt:","25"
"stringColor","22"
"nextVertIx","10"
"element2","21"
"sum1","13"
"aClassDefinition","50"
"aToolbar","34"
"anotherPoint","28"
"elWorld","20"
"entryText","10"
"ClyExtendedClassTag","10"
"managers","14"
"FLPlatform","26"
"node3","11"
"FTStrongSelectionChanged","20"
"backgroundBox","11"
"uiProcess","25"
"updatePackages","14"
"addUpdating:selector:","18"
":meth","10"
"leftErrors","15"
"STONTestUser","10"
"oldValue","34"
"BrGlamorousButtonExteriorLook","24"
"linkCount","15"
"defaultFontIndex","14"
"level3Node","14"
"aLayer","15"
"currentSettings","26"
"minScale","14"
"city","16"
"elementsOn:","582"
"versionId","18"
"anySatisfy:","689"
"copyBlt","19"
"misc","29"
"reject:","400"
"BrCard","13"
"visitFigure:","13"
"referencesFilterForSymbol:","11"
"mergedTree","42"
"ControlButtonMorph","26"
"interpolator","56"
"verticalAlignment","18"
"layoutFrozen","13"
"WAHttpVersion","26"
"collectionOfFloat","19"
"do:displayingProgress:","72"
"childrenNodes","42"
"secondApplication","12"
"RPackage","81"
"aCache","19"
"sourceRunStart","19"
"sent","13"
"rx","34"
"compiledMethodAt:ifAbsent:","22"
"selec","15"
"i","3990"
"fullBounds","177"
"insts","13"
"layoutDefinition","25"
"classVarNames","53"
"preLoadDoIt","45"
"leftCenter","20"
"callCallback:withArgs:","12"
"defaultLayout","15"
"PRHorizontalRule","26"
"id:","206"
"RSEdgeBuilder","200"
"multFactor","13"
"findString","11"
"connectFrom:to:","68"
"selectedItem:","17"
"DataFrame","352"
"anOffset","71"
"mockSnapshot","17"
"padding","170"
"tableRow","16"
"lowerLimit","14"
"RBReadBeforeWrittenTester","16"
"IceGitRemote","31"
"forMutualExclusion","35"
"failBlock","20"
"person3","10"
"instanceVariable:class:","28"
"ins","16"
"selRect","16"
"editorElement","167"
"eachCircle","22"
"cursorMin","14"
"bs","43"
"scheduledTime","22"
"secString","10"
"isMenuItemMorph","14"
"aDebuggerClass","10"
"copy:","20"
"bindTo:","12"
"lineIdentifier:","11"
"sender","263"
"ZnMultiValueDictionary","10"
"offsetOfBaseAddress","30"
"exampleException","14"
"withBorder","18"
"explicitFunction","15"
"shouldImport:","146"
":match","14"
"nodesNum","12"
"addText:","65"
"assert:parse:","194"
"exampleResult","10"
"aContainer","370"
"RTTimeline","16"
"scriptGenerator","79"
"mapBuilder","15"
"aMerger","13"
"fillPattern:","10"
"converter","65"
"do:separatedBy:","170"
"repositoriesSpec","24"
"referenceStructAt:length:","19"
"emitMetaLinkBefore:","16"
"bag1","13"
"temps","36"
"layoutFrame:","33"
"RTDynamicStackedGrapher","15"
"complexCycleGraph2:","10"
"newReference","10"
"asLocal","12"
"toWrite","12"
"sourceNodeForPC:","12"
"indexOfSubcollection","17"
"input:","28"
"searcher","219"
"isClosed","31"
"maxS","20"
"isSelf","20"
"assignmentNodes","25"
"referencedMethod","31"
":var","40"
"pulse","37"
"excess","17"
"setSelection:","36"
"link","1005"
"scanCode:","15"
"addClassVariable:","10"
"tempName","13"
"aFromBlock","16"
"obsolete","12"
"RubTextEditor","18"
"newMorph","31"
"io","24"
"allCandidatesFor:","10"
"shouldContinue","16"
"ClyMethodScope","81"
"noiseScale","19"
"interHierarchySpacing","10"
"rowAt:put:","11"
"includesClass:","79"
"dumpOn:","16"
"anExample","157"
"aHeightSpec","30"
"completer","16"
"key:","147"
"emphasisHere","27"
"RBMessageNode","57"
"dotShape","67"
"expanded:","51"
"ensurePackageNamed:","14"
"ir2","162"
"roots:","40"
"RSPieBuilder","44"
"f2","117"
"getEnabledSelector:","40"
"reference","894"
"desiredSelection","23"
"addTemporaryNamed:","11"
"hResizing","32"
"splineDuration","23"
"dTconf","16"
"arg1","21"
"SortedCollection","158"
":attr","55"
"aResource","15"
"entries","199"
"direction","250"
"splitsTopAndBottom","26"
"attributeAt:put:","155"
"resizeButton","14"
":result","105"
"remoteTemp","16"
"clearAttributes:to:if:","18"
"bindKeyCombination:toAction:","47"
"ver","37"
"clipboardText:","22"
"setUpElements:","33"
"basicTheme:","23"
"queryAllOutgoing","81"
"includesIndex:","12"
"addUpdating:target:selector:argumentList:","15"
"pragmasCompiled","18"
"withSideOrCorner:setToPoint:","11"
"interactionBuilder","17"
"writeDefaultOption:value:","15"
"checker:","17"
"absolute","93"
"aTransform","60"
"resetPath","37"
"newCookie","18"
"selectedPackages","13"
"nonEmpty1Element","33"
"weights","32"
"RTEdge","48"
"getSelectionFromModel","15"
"aSubStringStream","21"
"alias","72"
"theClass:","13"
"purple","87"
"itemCount","131"
"literal2","17"
"theExamples","11"
"oldBounds","41"
":html","340"
":indexStart","14"
"header","161"
"aContainerName","19"
"nLine","187"
"aTLEntitiesGroup","12"
"IceGitScpRemote","32"
"decimalDigitLength","18"
"preferences","86"
"~~","410"
"fromCenterBottom","17"
"subqueryFromScope:","13"
"packageNamed:ifAbsent:","69"
"measuredBounds","116"
"SpDynamicPresentersListBuilder","33"
"secondDuplicate","12"
"PRAnchor","77"
"shape:scale:","26"
"aFocusRootElement","27"
"withRows:","121"
"pascal","12"
"GtCodeblockEvaluator","16"
"whenChangedDo:","104"
"destY:","13"
"aSearchString","10"
"lowDifference","12"
"newStamp","11"
"gray:","14"
"isLayoutRequested","12"
"leftElement","27"
"ny","12"
"aTextEditorElement","13"
"stdout","90"
"ZnEntity","97"
"addInstanceVariable:","15"
"RTMenuBuilder","23"
"p5","71"
"anAttributedRope","236"
"TRShape","16"
"centered","29"
"logLevel","25"
"RBPushDownVariableTransformation","14"
"perform:","526"
"dst","57"
"transformDo:","26"
":err","66"
"newString","90"
"crit","44"
"nowSliding","10"
"serialize:on:","14"
"rope","349"
"D","38"
"stWriter","14"
"attributesBuilder","23"
"firstNode","22"
"transformedFrom:","23"
"aSpotterStep","53"
"state:time:","92"
"rangeIncludes:","57"
"rowSpec","10"
"runs","194"
"asLayoutFrame","80"
"ast","1240"
"corners","37"
"UniqueInstance","34"
"standardTimeout","17"
"w1","63"
"isPrimitive","43"
"InstructionStream","81"
"aSnippet","102"
"capitalExpected","11"
"expectedDataFrame","35"
"distance:","10"
"shape1","39"
"tableContainer","12"
"TSMouseDragging","39"
"aSubText","11"
"visit:","121"
"kerning","10"
"viewBox","38"
"elementAt:","70"
"ep","14"
"EntryCompletion","23"
"elementArray","24"
"fork","122"
"applyAttribute:","13"
"mooseModel:","58"
"cellSize:","20"
"newVertical","191"
"helpText:","16"
"removeElement:","11"
"childA","127"
"centerOfAllFingers","18"
"composer","167"
"sourceDepth","18"
":dir","12"
"nodeElements","35"
"bunchCouplingWith:","32"
":sym","16"
"aSmalltalkClass","15"
"literalEqual:","21"
"ClyClassWithTraits","48"
"keystrokeSelector","16"
"aTestResult","21"
"checkAssert","16"
"addContact:","12"
"b3","70"
"toAbsolute:","21"
"stackPosition","12"
"singleScopeSample","15"
"aChildCount","13"
"from:to:do:","53"
"declaredType:","23"
"aLineElement","33"
"ZnCookie","19"
"WARequestFields","123"
"modifiedBy:","10"
"form:","190"
"pictureForm","34"
"methodPropertiesDict","12"
"testGen","11"
"RTSimpleArrowHead","14"
"unitTest","11"
"convention:","11"
"newIndex","75"
":sm","15"
"strippedName","10"
"KMKeymap","25"
"cornerStyle","26"
"canExpand","15"
"createdParser","10"
"primaryMongoUrl","11"
"exampleFactory","42"
"rfc6265String","11"
"xIsDir","12"
"anEventClass","17"
"fill:","21"
"currentExamples","12"
"link1Prev","10"
"outerContext","65"
"Color","5156"
"valueSupplyingAnswer:","15"
"asSortedCollection","143"
"digits:","19"
"branchOrCommitOrTag","10"
"rowsWithSameKey","12"
"four","13"
"newSize","70"
"declaration","32"
"angle","335"
"completionActionsFor:","10"
"newCommits","21"
"loader:","30"
"asElement:withHostElement:","17"
"pulseEvents","12"
"atWrap:","56"
"aToolContext","256"
"ownerBounds","14"
"nextSibling","29"
"aMax","16"
":ch","12"
"assertForTestResult:runCount:passed:failed:errors:","16"
"mooseNameOn:","51"
"aBlElement","35"
"aDualNumber","25"
"splitters","22"
"aStrokePainter","13"
"adaptToCollection:andSend:","11"
"RubPluggableTextMorph","20"
"AllChangeSets","14"
"menu:callback:","23"
"previousPosition","20"
"parentPackage:","25"
"switch","15"
"derivative","26"
"mutex","96"
"indentationLevel","14"
"VOTestOwner","22"
":eachYear","15"
"aDrawable","101"
"implementingClass","66"
"sliderShadow","24"
"loc","59"
"destPoint","32"
"select:thenDo:","74"
"lookUpPropertyNamed:computedAs:","137"
"messageList","20"
"allModelClasses","16"
"rankPositionsAt:","25"
"titled:","10"
"derivativeFonts","25"
"hasClassScope","63"
"RTDSM","16"
"FFITestStructureSmallIntFloatStructure","14"
"lastFractionIndex","12"
"authorization","34"
"head","363"
"add:method:","17"
"valueEnd","13"
"allSlots","32"
"betaAngle:","41"
"mapped:","11"
"myTheme","24"
"uniqueNameForMethodWithSmalltalkSelector:hasClassScope:class:","21"
"parameterAt:","74"
"aStartPoint","12"
"maxWidth","144"
"BlEventHandler","84"
"aNNStore","11"
"token","325"
"versionString","422"
"emphases","11"
"indexStream","15"
"pixPerWord","17"
"joyEvent","25"
"rowNumber","39"
"cc","155"
"transparent","413"
"wrapDirection","17"
"selectIndex:","111"
"TimeZone","22"
"PMPolynomial","46"
"blank","35"
"parentsNesting","12"
"drTestsUI","38"
"protected:","13"
"init","13"
"SpButtonPresenter","60"
"wasHandled","76"
"kernDelta","38"
"configurationBlock","12"
"deltaBig","13"
"addFilter:","31"
"paddingWidth","27"
"glyph","24"
"avatar:","12"
"visitedNodes","14"
"aCommandClass","16"
"aspectClass","20"
"startX","19"
"sameAs:","49"
"selectionPopulate:on:entitled:with:","13"
"FamixTPackage","107"
"nodeCreationStrategy","19"
"stackFramesList","16"
"eol","22"
"columnInset:","10"
"three","157"
"getListSize","15"
"aRenderable","32"
"systemWindow","11"
"methodClassName","30"
"committed","11"
"ends","15"
"actualResult","46"
"add:at:","64"
"childrenProperty:","10"
"asPoint","250"
"InfiniteForm","19"
"announcedEntity","13"
"DAPackageRelationGraph","19"
"endHighlight:position:","22"
"aBranch","15"
"wait:","46"
"addYCategory","17"
"nodeDimension","20"
"keyAtIdentityValue:ifAbsent:","14"
"s2","146"
"whiter","18"
"anEnvironment","86"
"allCategories","17"
"label:font:","15"
"MooseIcons","93"
"buildWithSpec","61"
"referenceVariableName","16"
"controlPoints:","30"
"sparta","29"
"FM3PackageDescription","11"
"printShowingDecimalPlaces:","52"
"respond","22"
"enabledSel","75"
"duringTestCompileSilently:","40"
"exit","29"
"menu","763"
"Protocol","30"
":anEntity","18"
"typeContainer","11"
"newPageSize","10"
"exportWorkflow","50"
"assoc:","12"
"after","80"
"selectFrom:to:","59"
"addParameter:","10"
"orientation","178"
"asyncResult","11"
"copyFrom:within:","36"
"packageP8FullReferencer","21"
"setOnView:","20"
"withBorderAttachPoint","13"
"format","62"
"asDateAndTime","145"
"classesCoder","15"
"attachPoint:","100"
"argName","35"
"date:","39"
":k","115"
"BlCollectionRope","24"
"sortedClasses","11"
"XdConstants","12"
"controlKeyPressed","38"
"newKeyboardFocus:","25"
"openInWindow:named:extent:","41"
"aByteString","32"
"queue:","17"
"behaviorAffectedName","71"
"renderContext","72"
"default:","87"
"counter:","29"
"variableNodes","28"
"map:","155"
"assert:parse:toToken:stop:","36"
"newLeft","26"
"newContext","78"
"required","46"
"mainElement","25"
"variableName","274"
"taskbarIcon","19"
"newRow:","137"
"nodeWeightedElementDictionary","12"
"PRInternalLink","88"
"OFFSET_X","42"
"year:","26"
"postLoadDoIt:","64"
"newWithStore:","17"
"itm","14"
"actionArg","11"
"hm","13"
"representsScope:","23"
"iconNamed:","540"
"maxHeight:","11"
"aStringOrRope","12"
"maxSmallInt","12"
"aDataSeries","35"
"breadth","35"
"onChange:","19"
"aFramePhase","10"
"nextLineY","10"
"referenced","18"
"dx","175"
"location:","74"
"aFAMIXClassAssociation","23"
"lineStop","20"
"valueWithEnoughArguments:","13"
"currentFill","14"
"nextCR","12"
"innerBox","13"
"tb","12"
"requestedCount","54"
"patchOp","15"
"IceTipFilePresenter","10"
"timeToRun","12"
"animation","184"
"aPicker","33"
"getNumberOfNodesOfForest:","11"
"documentGroup","27"
"myExtent","28"
"allNamed:in:","32"
"addMetric:","32"
"markWith:","24"
"addDays:","13"
"right:","63"
"classVarGroup","15"
"aSelBlock","12"
"printPaddedWith:to:base:","10"
"crLog","20"
"OpalCompiler","206"
"AthensCairoSurface","18"
"aMin","32"
"stateSelector","12"
":packageName","29"
"isSuper","20"
"anExampleResult","20"
"FTEasyListMorph","17"
"removeFp","16"
"propertyName:","25"
"mySize","51"
"fromNode","34"
"x:y:","81"
"version","815"
"glamorousInspect","11"
"EpLogBrowserOperationFactory","44"
"contentMorph:","11"
"newSet","27"
"anError","183"
"visitNode:","208"
"ClyMethodGroup","28"
"queryOutgoingDependencies","22"
"|","98864"
"year:month:day:hour:minute:second:","16"
"groupName","25"
"sortedVersionInfos","11"
"showParameterName","11"
"GtPharoVariableNode","15"
"theClassName","24"
"MetacelloGofer","11"
"versionSymbol","17"
"standardMessageText","12"
"conditions","33"
"write","27"
"fullClassName","11"
"positionSelection:","17"
"baselineVersion:","11"
"remoteModel","11"
"shortcut:action:","11"
"aClassGroup","10"
"from4to6","10"
"listeners","32"
"aBlock","3878"
"PRTableRow","123"
"childrenIteratorAcountedByLayout","22"
"displayScaleFactor","118"
"FLPerson","13"
"otherClasses","28"
"usedWidth","13"
"resultDictionary","12"
"aSpec","86"
":aGroup","18"
"matchingRangesIn:","17"
"aRootNode","38"
"a","3724"
"developmentVersionString","18"
"numberOfSelectedTabs","14"
":class","319"
"whichClassIncludesSelector:","20"
"selectedTab","52"
"lastControlPoint","13"
"altText:","10"
"processBrowser","14"
"topRendererOrSelf","32"
"polygon","20"
"major:minor:","15"
"listManager","61"
"shapeBeingPointed","24"
"hour","86"
"navigationEnvironment","30"
"at:append:separator:","13"
"pendingScrollPositionOffset","11"
"aKMDispatcher","31"
"ofSize:","15"
"changeListeners","10"
"elementInForIndexAccessing","14"
"superclassDefiner","10"
"content","355"
"instVarUniqueName","21"
"provider:label:selector:description:buttonLabel:","15"
"counter","273"
"Time","406"
"removeObsoleteEventHandlers","10"
"geometry:","151"
"searchBarOffset","13"
"contentType:","65"
"haltIf:","10"
"SourceFiles","34"
"aManifestBuilder","10"
"invalidRect:from:","16"
"forkedProcesses","19"
":ds","11"
"timingSemaphore","18"
":a","880"
"call:withArguments:","10"
"registry","216"
"horizontalLine","12"
"expandMacrosWith:with:with:","19"
"RBClassEnvironment","22"
"suspendedProcesses","10"
"extractSelector:","13"
"ent","21"
"aSequentialAnimation","151"
"aDict","48"
"minimumExtent:","15"
"proxy","12"
"backgroundMorph","16"
"leafNodes","12"
"aVariable","35"
"mach","32"
"visitVariableNode:","17"
"week","40"
"assertCharacterSets:","19"
"vars","137"
"logCr","46"
":model","83"
"TRCompositeShape","29"
"ChronologyConstants","11"
"fromRectangle:","15"
"monospace","29"
"aByteSymbol","11"
"destX","219"
"setUp","566"
"newOKButton","10"
"BrLayoutLook","13"
"setSelectionSelector","20"
"fileFormat:","15"
"CollectionIsEmpty","16"
"defaultLimit","11"
"hasOpposite","22"
":items","15"
"verificationBlock","13"
"on:list:selected:changeSelected:useIndex:","11"
"dn","24"
"allInteractions","16"
"indentStack","142"
"get","98"
"shadowLook","12"
"initialCommit","23"
"selectedDirectoryPath","10"
":word","11"
"aTextStyle","15"
"GtLibraryInstallerCustomError","12"
"aTestCase","73"
"BlMobilePhone","25"
"queryClass:","11"
"inserter","58"
"isSimilarTo:","20"
"outerRadius","24"
"window","746"
"serverSocket","39"
"snapshotState","42"
"of:in:","167"
"delegations","11"
"aConnectorButton","10"
"nodeClass","78"
"parsedDocument","11"
"findXPath:","14"
"pc","196"
"isOpened","16"
"trachelCanvas","64"
"statements:","38"
"MaxSample","17"
"aMetaLink","63"
"wz","27"
"det","26"
"styleTextWithMarkup:","37"
"DependentsFields","13"
"glyphExtents","12"
"PPListPattern","16"
"class3","66"
"listFont","11"
"replaceStmt","10"
"oldPosition","31"
"startNodes","11"
"aNumber1","52"
"exceptionBlockEvaluated","44"
"kind","76"
"firstMatch","17"
"localeID","13"
"layoutStep","15"
"outStrm","18"
"mmClass","59"
"shortId","25"
"addGroup:","34"
"BlClickEvent","88"
"simulate_vmMilliseconds:","26"
"isoCountry","24"
"isVisible","60"
"superClass2","17"
"GtFileUtility","16"
"res","442"
"isDefined","43"
"polyline","15"
"which:","11"
"info","248"
"preProcess:into:","13"
"entityDependencies","45"
"pastEnd","11"
"fName","20"
"aContainerElement","30"
"toLine","30"
"toRemove","24"
"builder","3092"
"writeMapStreamingDo:","12"
"isSameAs:","13"
"compiledMethods","15"
"floatValue","13"
"negz","13"
"foundB0","12"
"alpha1","48"
"indexOfColumnNamed:","17"
"queryIncomingReferences","42"
"rightIndex","11"
"lastPosition","23"
"nodeModel","20"
"newDictionary","45"
"nrm3","11"
"whenSelectionChanged:","10"
"globalPointToLocal:","41"
"streamingBufferSize","13"
"keyText","29"
"parserClient","21"
"at:at:","164"
"selectLine","11"
"attribute1","19"
"fromString:","559"
"event:","10"
":indexes","15"
"paint:","292"
"aMessageSymbol","12"
"collector","41"
"colorFor:","60"
"deadline","16"
"Timer","24"
"aWriter","28"
"placesDesired","11"
"currentClass","38"
"newPanelMorph","10"
"dragEnabled","36"
"descending","18"
"assertInvariant","12"
"esc","11"
"add:target:selector:argument:","30"
"ClySourceCodeContext","28"
"valueOf:in:value:emptyValue:defaultValue:","33"
"commitList","36"
"methodEntity","19"
"aCodeChange","18"
"methodBuilder","268"
"preformatted","22"
":drawable","16"
"<","2777"
"fontSize:","197"
"aMetacelloVersion","23"
"numbers","52"
"triggerEvent:","25"
"collectionWithoutNilElements","83"
"inner","120"
"clientSocket","23"
"tmpCount","21"
"methodQuery","61"
"slideShow","13"
"delaySemaphore","13"
"isExact","52"
"bitBlt","52"
"perform:with:","256"
"background","97"
"ramp:","57"
"secondElements","10"
"readEntity","12"
"referenceView","11"
"nibB","12"
"dmax","22"
"evalBlock","14"
"named:repository:","15"
"listModel","68"
"column:item:","63"
"withWindowDo:","21"
"Dictionary","1518"
"valueOfProperty:","51"
"nodesAlongOutgoingEdges","17"
"TSMouseLeave","12"
"FMCompleteTower","10"
"RTArrowedLine","68"
"register:","64"
"sol1","24"
"stringStream","53"
"ZnBufferedReadWriteStream","11"
"LinkedList","56"
"isTranslucent","18"
"checkPositionsOfTreesAndNodes:layout:","59"
"isInlined","12"
"plain","17"
"listItems","57"
"styler:","31"
"keysAndValuesDo:","297"
"topStep","49"
"rightBar","18"
"nodeChildren","14"
"createPath:","52"
"isRead","16"
"bottomFraction","95"
"differenceFromNumber:","14"
"equations","10"
"argumentsWith:","10"
"seqBytes","10"
"XPackage","140"
"navigationViews","20"
":context","167"
"tension","14"
"PanelMorph","260"
"aTag","20"
"DefaultLengthVector","11"
"visibleTabRange","17"
"show","187"
"pixIndex","16"
"dropEnabled:","29"
"centerOn:elements:","14"
"satisfies:","15"
"hal","57"
"fit:","11"
"argumentAt:","137"
"category:","78"
"scene","12"
"isDirectory","63"
"positionStart","105"
"extraSpace","19"
"simple","58"
"aTransformation","24"
":label","17"
"objectDictionary","10"
"aOneArgBlock","36"
"totalWeight","34"
"recursively","12"
"aStartIndex","45"
"display","63"
"editorClass","14"
"emitSelector","11"
"cols","14"
"classOrTrait","51"
"byRootGroupItemFor:order:","14"
"privateAddMorph:atIndex:","13"
"comments:","26"
"criticModel","10"
"vertices:","54"
"reply","47"
"wcRef","11"
"commitsDo:","14"
"ClyContextSelectionStrategy","14"
"collectionWithoutEqualElements","58"
"writeSemaphore","13"
"definesMethod:","15"
"canvasExtent","34"
"digitValue","34"
"actionBar","17"
"importerTask","14"
"as:property:","11"
"semicolons","22"
"response","989"
"el50","12"
"anInt","63"
"lowBits","17"
"parseHttpDate:","14"
"myObject","12"
"aMap","13"
"aBinaryStream","20"
"aTreeMorph","12"
"asContext","16"
"inBytes","10"
"effect","102"
"packageG","10"
"captured","16"
"cv","24"
"localEvt","34"
"newNames","19"
"replacer","56"
"aFirstPageContentElement","16"
"e2","647"
"localTransform","11"
"rc0","13"
"clipRect:","14"
"spaceCount","41"
"WAUrl","65"
"TextEditorPart","13"
"assertWidensToRegex:playground:","33"
"tab","816"
"elementMedian","11"
"->","3864"
"gridSize:","10"
"mooseInterestingEntity","73"
"parentIndex","13"
"parentheses","17"
"hasBindingThatBeginsWith:","10"
"draw","139"
"signal:from:","11"
"PMAnotherChromosomeManager","14"
"changeTypes","39"
"rightTree","46"
"RTBorderAttachPoint","22"
"buttonLabelForText:","17"
"ScreamerRule","30"
"ToCharTable","10"
"RTMultiLinearColorForIdentity","32"
"MethodRemoved","23"
"WAError","10"
"matchEnd","16"
"intoWorldCount","38"
"pak","10"
"digitCompare:","14"
"Processor","282"
"writeStream","542"
"methodNamed:class:meta:","13"
"TRLabelShape","74"
"errorSubscriptBounds:","39"
"actionExecuted","34"
"ClyClassContextOfFullBrowser","22"
":current","20"
"replaceLiteral:with:","14"
"ext1","11"
"asFraction","39"
"modifiers:","23"
"dayOfYear","15"
"aGap","24"
"newValue","126"
"TSSVGPath","34"
"PRParagraph","483"
"UnixVirtualKeyTable","108"
"addKeymapEntry:","16"
"edgeFrom:to:","180"
"dom","14"
"selectionHistory","19"
"anAnnouncements","62"
"GtInspectorPlusIconStencil","15"
"timeLimit:","18"
"latestTag","10"
"selectionInterval","144"
"doNotAttachPoint","10"
"change","415"
"andedEnvironment","13"
"EpClassModification","28"
"charIndex","15"
"presenter:","17"
"anAdapter","21"
"relativePosition","16"
"familyName","50"
"universalEnvironment","25"
"BrLookChange","20"
"viewModel","41"
":fileStream","26"
"withContext:","20"
"qn","11"
"edges:from:to:","18"
"sqrt","319"
"merge","61"
"false","8041"
"PRUnderlineFormat","16"
"GtSpotter","11"
"columnCount:","35"
"aHolder","18"
"stepChildren","29"
"SpVersatileDialogPresenter","28"
"concatenate:and:","13"
"sourceAst","10"
"bigNum","12"
"inputFile","18"
"responseCookie","10"
"notifyMorphsOfEvent:ofType:from:","16"
"notification","24"
"aMethod","625"
"aTextSelectionNode","10"
"numberOfElements","137"
"trimmed","32"
"arcTan:","35"
"val1","15"
"flatCollect:as:","29"
"accepted","17"
"defer:","59"
"newEnv","26"
"string:","119"
"lastSubmorph","14"
"cachedScrap","25"
"autoAccept","41"
"MyTestNotification","22"
"TSMouseEnter","13"
"seconds","324"
"rec2","49"
"ancestorInfo","15"
"theEditors","14"
"objectsX:","11"
"newArray","124"
"childProjects","32"
"rightDefinition","10"
"arcTan","57"
"cached","27"
"maxLayer","15"
"translateTo:","383"
"visitHookPrimitive:","10"
"findBetweenSubstrings:","19"
"controls","40"
"listPresenter","35"
"sunburstWithRadius:","12"
"return:","97"
"shown","17"
"removeChild:","51"
"bitClear:","12"
"triggerEvent:with:","34"
"AnimatedImageFrame","13"
"tra","12"
"sidebar","14"
">=","863"
"bfsp","17"
"maxNextLineHeight","26"
"topLeft","647"
"defineClasses","12"
"anAngle","44"
"totalValue:","13"
"pointClass","24"
"entities","207"
"deprecated:on:in:","103"
"with:with:with:with:with:","55"
"r:g:b:","92"
"hasValidText","17"
"ZnCharacterEncoder","40"
"column:","68"
"BlLinearLayout","241"
"numbering","13"
"PluggableMorphListMorph","10"
"prj","27"
"selectedNodePath","10"
"parseRewriteExpression:","11"
"scale:","250"
"item","2078"
":aRepository","14"
"vocal","15"
"chunkIndex","16"
"aDeclaration","12"
"via","11"
"SHA1","12"
"secondBounds","10"
"fmax","20"
"FamixTMethod","32"
"oldState","12"
"tests","27"
"anim","95"
"aGTExample","21"
"elem1","26"
